,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,cogs,gross income,Rating,month,day,day_period
557,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,2019-01-30,Ewallet,985.2,49.26,4.5,January,Wednesday,Evening
558,A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.458,2019-01-02,Ewallet,249.96,12.498,5.6,January,Wednesday,Afternoon
559,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,2019-03-29,Ewallet,217.26,10.863,8.2,March,Friday,Evening
560,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,2019-03-14,Cash,194.22,9.711,7.3,March,Thursday,Afternoon
561,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2019-02-11,Credit card,892.0,44.6,4.4,February,Monday,Afternoon
562,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,2019-01-30,Ewallet,339.36,16.968,5.7,January,Wednesday,Afternoon
563,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,469.413,2019-03-20,Ewallet,447.06,22.353,5.0,March,Wednesday,Afternoon
564,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,2019-03-20,Cash,198.5,9.925,9.0,March,Wednesday,Afternoon
565,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.705,2019-01-17,Credit card,812.1,40.605,6.3,January,Thursday,Afternoon
566,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.965,2019-02-03,Credit card,493.3,24.665,9.4,February,Sunday,Evening
567,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,2019-01-01,Cash,591.66,29.583,7.7,January,Tuesday,Afternoon
568,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,2019-01-10,Credit card,559.02,27.951,5.5,January,Thursday,morning
569,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.753,2019-03-02,Ewallet,517.86,25.893,4.1,March,Saturday,Evening
570,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2019-02-25,Credit card,410.2,20.51,7.6,February,Monday,Evening
571,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.035,2019-01-29,Cash,266.7,13.335,8.6,January,Tuesday,morning
572,A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,2019-03-10,Ewallet,70.91,3.5455,8.3,March,Sunday,Evening
573,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.019,2019-01-13,Credit card,144.78,7.239,8.1,January,Sunday,Evening
574,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,2019-03-22,Credit card,429.55,21.4775,8.6,March,Friday,Afternoon
575,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,2019-03-01,Ewallet,569.17,28.4585,6.3,March,Friday,Evening
576,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2019-02-20,Cash,241.2,12.06,5.8,February,Wednesday,Evening
577,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,133.434,2019-01-14,Ewallet,127.08,6.354,6.2,January,Monday,Afternoon
578,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,269.934,2019-03-26,Cash,257.08,12.854,7.7,March,Tuesday,Afternoon
579,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,145.971,2019-03-01,Ewallet,139.02,6.951,8.1,March,Friday,Afternoon
580,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,85.743,2019-01-07,Cash,81.66,4.083,7.3,January,Monday,Afternoon
581,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.256,2019-02-01,Cash,310.72,15.536,8.4,February,Friday,Evening
582,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.258,2019-02-13,Credit card,185.96,9.298,8.0,February,Wednesday,Afternoon
583,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,75.936,2019-01-14,Credit card,72.32,3.616,9.5,January,Monday,Evening
584,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,198.639,2019-01-19,Ewallet,189.18,9.459,7.0,January,Saturday,Afternoon
585,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,217.182,2019-03-09,Credit card,206.84,10.342,9.8,March,Saturday,Afternoon
586,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.851,164.871,2019-03-27,Cash,157.02,7.851,9.2,March,Wednesday,Afternoon
587,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2019-02-04,Ewallet,215.3,10.765,7.7,February,Monday,Evening
588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,2019-03-14,Cash,596.1,29.805,5.3,March,Thursday,morning
589,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,76.755,2019-03-04,Cash,73.1,3.655,4.4,March,Monday,Afternoon
590,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,293.139,2019-03-03,Credit card,279.18,13.959,4.3,March,Sunday,morning
591,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,2019-01-27,Ewallet,169.68,8.484,9.4,January,Sunday,Evening
592,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.859,2019-02-07,Cash,45.58,2.279,9.8,February,Thursday,Afternoon
593,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,2019-02-05,Ewallet,225.6,11.28,4.8,February,Tuesday,morning
594,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,304.92,2019-03-15,Cash,290.4,14.52,5.3,March,Friday,Afternoon
595,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,46.683,2019-03-01,Credit card,44.46,2.223,8.7,March,Friday,morning
596,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2019-02-15,Credit card,156.6,7.83,9.5,February,Friday,Afternoon
597,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,440.937,2019-02-17,Ewallet,419.94,20.997,5.3,February,Sunday,Evening
598,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,2019-01-26,Cash,184.25,9.2125,9.2,January,Saturday,Evening
599,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,2019-03-24,Ewallet,140.64,7.032,9.6,March,Sunday,Afternoon
600,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,2019-01-23,Ewallet,83.08,4.154,6.4,January,Wednesday,Evening
601,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,2019-01-26,Credit card,64.99,3.2495,4.5,January,Saturday,morning
602,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,2019-03-14,Ewallet,775.6,38.78,6.9,March,Thursday,Evening
603,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.353,343.413,2019-03-17,Ewallet,327.06,16.353,7.8,March,Sunday,Afternoon
604,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,2019-01-08,Cash,363.23,18.1615,4.5,January,Tuesday,Evening
605,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2019-02-08,Cash,127.0,6.35,8.6,February,Friday,Afternoon
606,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2019-02-10,Ewallet,375.55,18.7775,5.2,February,Sunday,Afternoon
607,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,209.118,2019-03-28,Credit card,199.16,9.958,6.4,March,Thursday,Evening
608,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,2019-01-23,Ewallet,30.61,1.5305,5.2,January,Wednesday,Afternoon
609,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.789,121.569,2019-01-17,Ewallet,115.78,5.789,8.9,January,Thursday,morning
610,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,2019-02-07,Credit card,28.96,1.448,6.2,February,Thursday,morning
611,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,2019-03-09,Cash,890.73,44.5365,6.7,March,Saturday,morning
612,B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.983,293.643,2019-01-24,Cash,279.66,13.983,7.2,January,Thursday,morning
613,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,2019-01-19,Credit card,80.93,4.0465,9.0,January,Saturday,Evening
614,A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.225,2019-02-03,Ewallet,674.5,33.725,4.2,February,Sunday,morning
615,A,Yangon,Member,Female,Sports and travel,38.72,9,17.424,365.904,2019-03-20,Ewallet,348.48,17.424,4.2,March,Wednesday,Afternoon
616,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,2019-01-13,Cash,435.6,21.78,6.9,January,Sunday,Evening
617,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,2019-03-14,Ewallet,439.55,21.9775,4.4,March,Thursday,Evening
618,A,Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.739,2019-01-23,Credit card,591.18,29.559,4.0,January,Wednesday,morning
619,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2019-02-07,Ewallet,260.76,13.038,8.5,February,Thursday,Evening
620,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.752,225.792,2019-03-28,Credit card,215.04,10.752,9.2,March,Thursday,Afternoon
621,A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,2019-03-20,Cash,91.61,4.5805,9.8,March,Wednesday,Evening
622,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.1065,695.2365,2019-01-17,Credit card,662.13,33.1065,4.9,January,Thursday,Afternoon
623,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.625,874.125,2019-01-12,Credit card,832.5,41.625,4.4,January,Saturday,morning
624,B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,2019-02-16,Cash,91.35,4.5675,6.8,February,Saturday,Afternoon
625,B,Mandalay,Member,Female,Food and beverages,78.88,2,7.888,165.648,2019-01-26,Cash,157.76,7.888,9.1,January,Saturday,Evening
626,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.087,127.827,2019-03-09,Ewallet,121.74,6.087,8.7,March,Saturday,Afternoon
627,B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,867.09,2019-03-14,Cash,825.8,41.29,5.0,March,Thursday,Afternoon
628,A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,2019-01-25,Ewallet,159.9,7.995,7.5,January,Friday,Afternoon
629,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,2019-01-26,Credit card,12.09,0.6045,8.2,January,Saturday,Evening
630,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.095,673.995,2019-01-19,Credit card,641.9,32.095,6.7,January,Saturday,Afternoon
631,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,2019-03-05,Ewallet,234.93,11.7465,5.4,March,Tuesday,Evening
632,A,Yangon,Member,Male,Food and beverages,83.77,2,8.377,175.917,2019-01-15,Credit card,167.54,8.377,7.0,January,Tuesday,morning
633,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,2019-03-18,Ewallet,299.1,14.955,4.7,March,Monday,morning
634,B,Mandalay,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,2019-03-20,Credit card,239.73,11.9865,5.0,March,Wednesday,Evening
635,B,Mandalay,Member,Male,Health and beauty,66.47,10,33.235,697.935,2019-01-15,Credit card,664.7,33.235,5.0,January,Tuesday,Afternoon
636,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,2019-03-03,Credit card,202.65,10.1325,6.0,March,Sunday,Evening
637,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,2019-03-19,Cash,46.2,2.31,6.3,March,Tuesday,Afternoon
638,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,2019-03-08,Cash,88.15,4.4075,8.5,March,Friday,Afternoon
639,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,2019-02-27,Ewallet,157.26,7.863,7.5,February,Wednesday,Evening
640,B,Mandalay,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,2019-02-23,Ewallet,296.37,14.8185,6.4,February,Saturday,Evening
641,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,35.42,743.82,2019-03-19,Ewallet,708.4,35.42,4.7,March,Tuesday,Afternoon
642,B,Mandalay,Member,Male,Electronic accessories,55.67,2,5.567,116.907,2019-03-27,Ewallet,111.34,5.567,6.0,March,Wednesday,Afternoon
643,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,29.008,609.168,2019-03-30,Credit card,580.16,29.008,4.0,March,Saturday,Evening
644,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,2019-02-16,Ewallet,60.25,3.0125,5.5,February,Saturday,Afternoon
645,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,2019-01-18,Ewallet,174.24,8.712,8.7,January,Friday,Evening
646,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,21.063,442.323,2019-03-30,Cash,421.26,21.063,7.4,March,Saturday,Afternoon
647,B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,2019-03-20,Cash,33.63,1.6815,5.6,March,Wednesday,Evening
648,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,1.549,32.529,2019-01-16,Cash,30.98,1.549,6.3,January,Wednesday,Afternoon
649,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2019-02-24,Cash,247.4,12.37,7.1,February,Sunday,Evening
650,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,2019-01-15,Ewallet,378.3,18.915,7.8,January,Tuesday,Evening
651,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.603,2019-01-22,Cash,334.86,16.743,9.9,January,Tuesday,morning
652,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2019-02-03,Cash,727.8,36.39,7.3,February,Sunday,Evening
653,B,Mandalay,Member,Male,Sports and travel,37.32,9,16.794,352.674,2019-03-06,Ewallet,335.88,16.794,5.1,March,Wednesday,Afternoon
654,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,252.756,2019-02-16,Credit card,240.72,12.036,9.4,February,Saturday,Evening
655,A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,2019-03-14,Credit card,47.07,2.3535,5.8,March,Thursday,Afternoon
656,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,2019-02-27,Credit card,99.69,4.9845,8.0,February,Wednesday,morning
657,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,2019-01-18,Ewallet,264.45,13.2225,7.9,January,Friday,morning
658,A,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,2019-01-29,Cash,139.65,6.9825,5.9,January,Tuesday,Afternoon
659,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,2019-02-26,Credit card,55.45,2.7725,4.9,February,Tuesday,Evening
660,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2019-02-03,Cash,128.91,6.4455,9.3,February,Sunday,morning
661,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,5.999,125.979,2019-01-16,Credit card,119.98,5.999,7.9,January,Wednesday,Afternoon
662,B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.625,370.125,2019-03-24,Credit card,352.5,17.625,5.9,March,Sunday,Evening
663,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,914.55,2019-02-12,Credit card,871.0,43.55,9.9,February,Tuesday,Afternoon
664,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2019-02-21,Cash,197.6,9.88,7.7,February,Thursday,morning
665,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,2019-02-04,Ewallet,194.52,9.726,7.6,February,Monday,Afternoon
666,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,181.881,2019-02-20,Ewallet,173.22,8.661,7.7,February,Wednesday,Afternoon
667,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.474,2019-02-23,Ewallet,71.88,3.594,6.4,February,Saturday,Evening
668,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.313,300.573,2019-02-16,Ewallet,286.26,14.313,4.4,February,Saturday,Afternoon
669,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.062,85.302,2019-01-17,Credit card,81.24,4.062,4.1,January,Thursday,morning
670,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,2019-01-14,Ewallet,560.4,28.02,4.4,January,Monday,Evening
671,B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196.14,2019-03-30,Cash,186.8,9.34,5.5,March,Saturday,Evening
672,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,2019-03-02,Ewallet,220.23,11.0115,4.0,March,Saturday,Afternoon
673,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.456,282.576,2019-02-15,Credit card,269.12,13.456,9.3,February,Friday,Evening
674,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,2019-03-01,Credit card,454.8,22.74,4.8,March,Friday,morning
675,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,175.917,2019-02-24,Cash,167.54,8.377,4.6,February,Sunday,Evening
676,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,470.988,2019-02-19,Credit card,448.56,22.428,7.3,February,Tuesday,Evening
677,A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,308.574,2019-02-23,Cash,293.88,14.694,6.0,February,Saturday,Evening
678,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,618.975,2019-02-07,Ewallet,589.5,29.475,8.1,February,Thursday,Afternoon
679,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,305.55,2019-01-11,Ewallet,291.0,14.55,9.4,January,Friday,Afternoon
680,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2019-02-12,Cash,39.48,1.974,6.5,February,Tuesday,Evening
681,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,2019-01-14,Credit card,34.81,1.7405,7.0,January,Monday,morning
682,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,2019-01-09,Ewallet,295.92,14.796,7.1,January,Wednesday,Afternoon
683,A,Yangon,Member,Male,Fashion accessories,21.48,2,2.148,45.108,2019-02-27,Ewallet,42.96,2.148,6.6,February,Wednesday,Afternoon
684,B,Mandalay,Member,Female,Sports and travel,23.08,6,6.924,145.404,2019-01-24,Ewallet,138.48,6.924,4.9,January,Thursday,Evening
685,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,2019-01-08,Credit card,98.2,4.91,6.4,January,Tuesday,Afternoon
686,B,Mandalay,Member,Female,Sports and travel,64.83,2,6.483,136.143,2019-01-08,Credit card,129.66,6.483,8.0,January,Tuesday,morning
687,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,2019-01-16,Cash,635.6,31.78,4.3,January,Wednesday,Evening
688,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,7.288,153.048,2019-03-13,Cash,145.76,7.288,6.1,March,Wednesday,Afternoon
689,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.365,2019-02-15,Cash,201.3,10.065,7.5,February,Friday,morning
690,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,2019-01-25,Cash,631.71,31.5855,6.7,January,Friday,Afternoon
691,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.264,404.544,2019-03-12,Ewallet,385.28,19.264,5.2,March,Tuesday,Evening
692,A,Yangon,Member,Male,Health and beauty,48.63,10,24.315,510.615,2019-03-04,Cash,486.3,24.315,8.8,March,Monday,Afternoon
693,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.683,539.343,2019-02-10,Cash,513.66,25.683,9.5,February,Sunday,Afternoon
694,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,497.07,2019-01-16,Cash,473.4,23.67,7.6,January,Wednesday,Afternoon
695,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,2019-01-29,Cash,436.85,21.8425,6.6,January,Tuesday,Evening
696,A,Yangon,Member,Female,Sports and travel,27.04,4,5.408,113.568,2019-01-01,Ewallet,108.16,5.408,6.9,January,Tuesday,Evening
697,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,2019-01-06,Ewallet,248.76,12.438,4.3,January,Sunday,Evening
698,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.531,2019-02-19,Credit card,626.22,31.311,7.8,February,Tuesday,Evening
699,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,2019-01-12,Ewallet,975.0,48.75,8.0,January,Saturday,Evening
700,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,2019-02-07,Ewallet,483.28,24.164,9.6,February,Thursday,Afternoon
701,B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.848,101.808,2019-03-27,Credit card,96.96,4.848,4.3,March,Wednesday,Evening
702,B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,207.585,2019-02-27,Credit card,197.7,9.885,5.0,February,Wednesday,Evening
703,B,Mandalay,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,2019-01-06,Cash,724.23,36.2115,9.2,January,Sunday,morning
704,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,2019-03-02,Cash,795.51,39.7755,6.3,March,Saturday,Afternoon
705,B,Mandalay,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,2019-03-29,Cash,502.39,25.1195,8.9,March,Friday,Afternoon
706,B,Mandalay,Normal,Female,Electronic accessories,43.0,4,8.6,180.6,2019-01-31,Ewallet,172.0,8.6,7.6,January,Thursday,Evening
707,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.449,72.429,2019-01-21,Cash,68.98,3.449,4.8,January,Monday,Evening
708,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,2019-01-20,Ewallet,124.96,6.248,9.1,January,Sunday,Evening
709,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,80.955,2019-01-17,Ewallet,77.1,3.855,6.1,January,Thursday,Evening
710,A,Yangon,Member,Male,Food and beverages,80.62,6,24.186,507.906,2019-02-28,Cash,483.72,24.186,9.1,February,Thursday,Evening
711,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,2019-03-19,Ewallet,302.12,15.106,8.3,March,Tuesday,Afternoon
712,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2019-02-19,Ewallet,698.67,34.9335,7.2,February,Tuesday,Afternoon
713,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,2019-02-04,Ewallet,124.65,6.2325,6.0,February,Monday,Afternoon
714,C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.48,829.08,2019-01-31,Ewallet,789.6,39.48,8.5,January,Thursday,morning
715,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2019-02-06,Credit card,178.4,8.92,6.6,February,Wednesday,Evening
716,A,Yangon,Member,Female,Fashion accessories,71.46,7,25.011,525.231,2019-03-28,Ewallet,500.22,25.011,4.5,March,Thursday,Evening
717,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,37.611,2019-01-19,Credit card,35.82,1.791,8.1,January,Saturday,Afternoon
718,A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,2019-02-17,Credit card,136.14,6.807,7.2,February,Sunday,Afternoon
719,B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,110.124,2019-01-18,Credit card,104.88,5.244,6.1,January,Friday,Afternoon
720,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,2019-02-02,Cash,178.92,8.946,7.1,February,Saturday,Evening
721,C,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,2019-01-18,Cash,815.67,40.7835,5.1,January,Friday,Afternoon
722,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,2019-03-18,Credit card,132.36,6.618,7.9,March,Monday,Afternoon
723,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,2019-01-11,Cash,257.39,12.8695,7.4,January,Friday,Evening
724,B,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,98.028,2019-02-04,Ewallet,93.36,4.668,7.4,February,Monday,Evening
725,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239.4,2019-02-06,Cash,228.0,11.4,6.6,February,Wednesday,Afternoon
726,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,2019-01-08,Credit card,166.71,8.3355,5.9,January,Tuesday,morning
727,B,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,2019-03-05,Credit card,697.4,34.87,8.9,March,Tuesday,Evening
728,C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,19.452,408.492,2019-03-16,Ewallet,389.04,19.452,6.8,March,Saturday,Afternoon
729,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,2019-03-09,Cash,365.26,18.263,9.3,March,Saturday,morning
730,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-01,Credit card,89.28,4.464,4.4,March,Friday,Evening
731,A,Yangon,Normal,Male,Health and beauty,56.0,3,8.4,176.4,2019-02-28,Ewallet,168.0,8.4,4.8,February,Thursday,Evening
732,A,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.685,2019-02-08,Ewallet,19.7,0.985,9.5,February,Friday,morning
733,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,2019-01-24,Ewallet,531.16,26.558,8.9,January,Thursday,morning
734,B,Mandalay,Member,Male,Food and beverages,53.72,1,2.686,56.406,2019-03-01,Ewallet,53.72,2.686,6.4,March,Friday,Evening
735,C,Naypyitaw,Member,Male,Health and beauty,81.95,10,40.975,860.475,2019-03-10,Credit card,819.5,40.975,6.0,March,Sunday,Afternoon
736,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,2019-03-23,Credit card,568.4,28.42,8.1,March,Saturday,Afternoon
737,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,2019-01-29,Ewallet,587.6,29.38,9.0,January,Tuesday,Afternoon
738,B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,769.104,2019-01-12,Ewallet,732.48,36.624,6.0,January,Saturday,Evening
739,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,2019-03-20,Cash,845.64,42.282,9.8,March,Wednesday,morning
740,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.7335,2019-03-23,Cash,389.27,19.4635,8.5,March,Saturday,Afternoon
741,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.2415,89.0715,2019-01-14,Ewallet,84.83,4.2415,8.8,January,Monday,Afternoon
742,A,Yangon,Member,Female,Sports and travel,71.63,2,7.163,150.423,2019-02-12,Ewallet,143.26,7.163,8.8,February,Tuesday,Afternoon
